filename,label,problem,suggested_check,score
AUT_0025.jpg,autumn,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0584
AUT_0027.jpg,autumn,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.007
AUT_0035.jpg,autumn,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0016
AUT_0038.jpg,autumn,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0055
AUT_0039.jpg,autumn,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0226
AUT_0044.jpg,autumn,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0249
AUT_0046.jpg,autumn,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0138
AUT_0048.jpg,autumn,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0183
AUT_0049.jpg,autumn,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.019
AUT_CFD_0014.jpg,autumn,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0006
img_21.png,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0055
img_23.png,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0105
SPR_0007.jpg,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0032
SPR_0018.jpg,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0397
SPR_0024.jpg,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0043
SPR_0027.jpg,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0375
SPR_0028.jpg,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.014
SPR_0032.jpg,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0014
SPR_0047.jpg,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0513
SPR_0049.jpg,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0152
SPR_CFD_0010.jpg,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.008
SPR_CFD_0030.jpg,spring,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0223
img_6.png,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0014
img_8.png,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0144
SUM_0002.jpg,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0203
SUM_0012.jpg,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0044
SUM_0024.jpg,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0019
SUM_0026.jpg,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0063
SUM_0027.jpg,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0226
SUM_0028.jpg,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0146
SUM_0031.jpg,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0419
SUM_0037.jpg,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0214
SUM_0045.jpg,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0358
SUM_0049.jpg,summer,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0003
WIN_0016.jpg,winter,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0549
WIN_0020.jpg,winter,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0356
WIN_0021.jpg,winter,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0026
WIN_0024.jpg,winter,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.018
WIN_0034.jpg,winter,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0343
WIN_0038.jpg,winter,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0322
WIN_0039.jpg,winter,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0433
WIN_0040.jpg,winter,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0207
WIN_0043.jpg,winter,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0067
WIN_CFD_0009.jpg,winter,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0408
WIN_CFD_0016.jpg,winter,OUTLIER_WITHIN_OWN_SEASON,manual_review,-0.0031
AUT_0001.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_0013.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_0017.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_0019.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_0022.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_0024.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_0025.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_0026.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_0027.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_0028.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_0031.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_0033.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_0034.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_0036.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_0037.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_0038.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_0039.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_0041.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_0043.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_0044.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_0045.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_0046.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_0048.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_0049.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_0050.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_CFD_0002.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0004.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0012.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0013.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0014.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0015.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_CFD_0016.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_CFD_0018.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_CFD_0021.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_CFD_0022.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_CFD_0029.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0030.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0033.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0034.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0035.jpg,autumn,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
AUT_CFD_0036.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0037.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_CFD_0039.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
AUT_CFD_0040.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0041.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0042.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0043.jpg,autumn,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
AUT_CFD_0047.jpg,autumn,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
img_9.png,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
img_19.png,spring,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
img_22.png,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
img_23.png,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_0003.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_0005.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_0007.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_0009.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_0010.jpg,spring,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SPR_0011.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_0014.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_0015.jpg,spring,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SPR_0018.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_0019.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_0023.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_0025.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_0028.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_0031.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_0032.jpg,spring,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SPR_0033.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_0034.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_0037.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_0041.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_0043.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_0045.jpg,spring,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SPR_0047.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_0049.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_0050.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_CFD_0001.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_CFD_0006.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_CFD_0007.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_CFD_0008.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_CFD_0009.jpg,spring,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SPR_CFD_0010.jpg,spring,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SPR_CFD_0012.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_CFD_0016.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_CFD_0017.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_CFD_0018.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_CFD_0019.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_CFD_0020.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_CFD_0021.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_CFD_0023.jpg,spring,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SPR_CFD_0024.jpg,spring,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SPR_CFD_0025.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_CFD_0026.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
SPR_CFD_0028.jpg,spring,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SPR_CFD_0030.jpg,spring,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
img.png,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
img_1.png,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
img_3.png,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
img_5.png,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
img_6.png,summer,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
img_7.png,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
img_8.png,summer,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
img_14.png,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
img_16.png,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
img_18.png,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0003.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0005.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0006.jpg,summer,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SUM_0007.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0008.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0009.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0010.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0011.jpg,summer,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SUM_0012.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0018.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0019.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0023.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0024.jpg,summer,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SUM_0025.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0026.jpg,summer,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SUM_0027.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0028.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0030.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0032.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0033.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0034.jpg,summer,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SUM_0035.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0037.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0039.jpg,summer,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SUM_0041.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0043.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0044.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0045.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0046.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0047.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_0048.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_0049.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0002.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0003.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0004.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0005.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0009.jpg,summer,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SUM_CFD_0013.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0014.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0016.jpg,summer,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SUM_CFD_0017.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0018.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0022.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0026.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0027.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0028.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0031.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_CFD_0032.jpg,summer,MODEL_THINKS_WINTER,possible_mislabel_or_borderline,
SUM_CFD_0033.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
SUM_CFD_0034.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_CFD_0036.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_CFD_0037.jpg,summer,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
SUM_CFD_0039.jpg,summer,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0001.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0002.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_0004.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_0005.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0007.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_0008.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0009.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0010.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0011.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_0013.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0015.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_0016.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_0018.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0019.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0025.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0027.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_0028.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_0029.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_0030.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0031.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0032.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0033.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_0034.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_0035.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_0036.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_0038.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_0039.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_0040.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0041.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_0043.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_0044.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0003.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_CFD_0004.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0005.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0011.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0012.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0015.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0017.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_CFD_0018.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0020.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_CFD_0024.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_CFD_0026.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0028.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_CFD_0032.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0033.jpg,winter,MODEL_THINKS_SPRING,possible_mislabel_or_borderline,
WIN_CFD_0034.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0036.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0038.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_CFD_0039.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0041.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0042.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
WIN_CFD_0043.jpg,winter,MODEL_THINKS_SUMMER,possible_mislabel_or_borderline,
WIN_CFD_0046.jpg,winter,MODEL_THINKS_AUTUMN,possible_mislabel_or_borderline,
